,speaker,text,code
130467,B,"Oh, it's awful the first house.",sv
130468,B,"Our house in Castroville was the first one, too.",sd
130469,B,"And we had no idea the expense that lawns and gardening would run into and the time that it took, especially when you start mowing,",sd
130470,A,Uh-huh.,b
130471,B,"and then when it comes to fertilize, then it would come to raking,",sd
130472,B,and then when it comes to making sure that somebody had put the timer on the water.,sd
130473,B,"And the one thing that I did notice is that people that have the underground irrigation systems, the sprinkler systems, just, that was the way to go if you could do it.",sd
130474,A,Yeah.,b
130475,B,"People that were building the new homes that put those in, that was, that was the only way to go because it was just so convenient.",sv
130476,B,They would just turn it on,sd
130477,B,and the timer would run,sd
130478,B,and it would water their lawn,sd
130479,B,and they didn't have to worry about it at all.,sd
130480,A,Um.,b
130481,B,And that was so nice.,sd
130482,B,"But, we didn't have that luxury,",sd
130483,B,so we were dragging the sprinkler around everywhere.,sd
130484,B,"And so, I hope you can find, uh,",sd
130485,B,I don't know what type of grass grows in the real shady areas.,sd
130486,B,"I remember the guy that was on the radio, um,",sd
130487,B,"they had a gardener,",sd
130488,B,"and he,",%
130489,B,"I don't know,",h
130490,B,"I had this one, well I've still got the book.",sd
130491,B,"It's, um, I think it's just called TEXAS GARDENING,",sd
130492,B,and it talks about the different grasses to use for the shady areas versus the really sunny areas.,sd
130493,A,Hm.,b
130494,A,"We,",%
130495,B,"But there is a grass that you can use that is shade tolerant,",sd
130496,B,but I don't remember what it is.,sd
130497,B,"But it's got like a boot, on the front of the book.",sd
130498,A,Uh-huh.,b
130499,B,It's just a real fancy decorated boot.,sd
130500,B,It's like TEXAS GARDENING.,sd
130501,B,"And it talks about, you know, different problems that your lawn can have and how to recognize it",sd
130502,B,"and it goes into the full gamut of gardening. You know, everything from flowers to bulbs to perennials to grass to weeds to trees and to, uh, how to prune.",sd
130503,B,"But one of the things I do remember was when it talked about the grass, and there being the shade tolerant types of grass,",sd
130504,A,"Grass,",b^m
130505,B,and I think one of them was a blend of two types of grass that they had used.,sd
130506,A,Um.,%
130507,B,"But I don't I don't remember if it was Raleigh and Saint Augustine or, or what.",sd
130508,A,Or what it was.,^2
130509,B,But I do remember they had used a blend.,sd
130510,A,"Well, we're going to have to do that because we have the shade, the trees,",sd
130511,A,"this is an established and older home that we moved into,",sd
130512,A,"and, um, the trees are just so tall",sd
130513,A,"and there must be ten or twelve big tall trees out there so that like even if its raining, you can go out in our back yard and not get wet",sd
130514,B,"Oh, but that's so neat, because so many homes don't have that.",sv
130515,B,"So you'll be cool all year around,",sv
130516,B,"in the summer, that's great.",sv
130517,A,"Well, that's what we're looking forward to,",sd
130518,A,and that's what they say the payoff is,sd
130519,A,"but,",%
130520,B,"It makes the biggest difference, when you have the big old trees.",sv
130521,A,"Well, we",%
130522,B,"And the people that moved in next to us, they built a new house on the empty lot",sd
130523,B,and they just had their brand new little trees.,sd
130524,B,They didn't have any shade,sd
130525,B,"They, any time they had people over they had to do it on the patio because it just got too hot during the day.",sd
130526,A,"Too hot,",b^m
130527,A,yes.,aa
130528,B,"So, oh, that's great that you have them.",sv
130529,B,Are they oaks?,qy
130530,A,"Well, there are all different kinds.",sd
130531,B,Oh that's even better.,ba
130532,A,"There are some oaks, magnolias, and like plum trees, peach trees,",sd
130533,A,there are some big tall oak trees ...,sd
130534,A,"Uh, so, you have children I take it?",qy^d
130535,B,"like she is cooking, i. e. banging pots, water, No,",nn
130536,B,I don't.,sd
130537,A,You don't?,qy
130538,B,"No,",nn
130539,B,huh-uh.,nn
130540,A,"So, it's not a very valid topic.",bf
130541,B,"No,",aa
130542,B,it's not.,aa
130543,B,Do you have children?,qy
130544,A,"Uh, yes.",ny
130545,B,Uh-huh.,b
130546,A,One.,sd
130547,B,One.,b^m
130548,A,Stepdaughter.,sd
130549,B,Uh-huh.,b
130550,A,Ten.,sd
130551,B,Ten.,b^m
130552,A,"And, uh, you know how they are at that age, I guess. you having been ten once, yourself.",qy^d
130553,B,Yeah.,aa
130554,B,Once upon a time I was.,sd
130555,B,"Well, I have two dogs,",sd
130556,B,those are my kids.,sd
130557,A,"Oh, we have one.",sd
130558,B,What kind is it?,qw
130559,A,A Keeshonden.,sd
130560,B,"Oh, really.",bh
130561,A,"Yeah,",ny
130562,B,Uh-huh .,b
130563,A,fuzzy little thing.,sd
130564,B,A what?,br
130565,A,A fuzzy little dog.,sd
130566,B,"Yeah,",aa
130567,B,"yeah,",aa
130568,B,they're cute.,sv
130569,A,"Rather, rather odd personality,",sd
130570,A,"he, he's fun.",sd
130571,B,Uh-huh.,b
130572,A,"Anyway, uh, time we spend with our children.",sd
130573,B,Uh-huh.,b
130574,A,It seems almost as though children hate it.,sv
130575,B,Do they?,qy
130576,A,Yes.,ny
130577,A,"Time spent with Mom and Dad is, uh, next, is probably one of the worst punishments spent on earth to them.",sv
130578,B,"Yeah,",aa
130579,B,especially when they get like into the teenage stage.,sv
130580,A,Yeah.,b
130581,B,I guess.,h
130582,B,"Yeah,",b
130583,B,I remember when I was that age.,sd
130584,A,"They, you know,",%
130585,A,parents are a curse that they just have to live with.,sv
130586,B,Uh-huh.,b
130587,A,"So, it, it's interesting.",sv
130588,B,Yeah.,b
130589,A,"But we do spend time driving in the mountains,",sd
130590,A,and ...,%
130591,B,Uh-huh.,b
130592,B,"Oh, how nice,",ba
130593,B,I would love to live up there.,sd
130594,A,Well.,%
130595,A,Do you work for T I?,qy
130596,B,"Uh-huh,",ny
130597,B,uh-huh.,ny
130598,A,You're working then?,qy^d
130599,B,Yeah.,ny
130600,A,With every passing day we wonder if we will be.,sd
130601,B,That's what I heard.,sd
130602,B,"like running I've always thought about maybe transferring up there,",sd
130603,B,"and I thought if I do that, I might not have a job",sd
130604,B,so,%
130605,A,"It's, it's better to be employed.",sv
130606,B,Uh-huh.,aa
130607,B,Uh-huh.,aa
130608,A,Especially these days where there is not a job right around the corner.,sv
130609,B,Uh-huh.,aa
130610,B,I know it.,sd
130611,A,And that creates family tensions.,sv
130612,B,Yeah.,aa
130613,B,"Yeah,",aa
130614,B,I'm sure it does.,sv
130615,B,"So, you only have the, you only have the stepdaughter at home?",qy^d
130616,A,Yes.,ny
130617,B,You all don't have any other children around there?,qy^d
130618,A,"No,",nn
130619,A,no.,nn
130620,A,"I don't have any, children.",sd
130621,B,Uh-huh.,b
130622,B,"So, how does she feel about going out and doing stuff with you all.",qw
130623,A,"Uh, well it varies what it is, of course,",sd
130624,A,"but usually, Mom and Dad are a curse.",sd
130625,B,"Uh-huh,",b
130626,B,uh-huh.,b
130627,A,"You know, they, they'd much rather be with friends,",sv
130628,B,"Oh, yeah .",ba
130629,A,"friends are cool, parents aren't.",sv
130630,B,"No,",aa
130631,B,huh-uh.,aa
130632,A,"Well, I remember,",sd
130633,A,"well I'm sure part of it is a male, female thing, you know,",sv
130634,B,Uh-huh.,b
130635,A,"I, I remember whenever I was growing up, often times spent with my Dad was, oh, just wonderful, you know, go, go hunting, or go to the races, or, or, oh, any number of things.",sd
130636,B,Uh-huh.,b
130637,B,Uh-huh.,b
130638,B,Uh-huh.,b
130639,A,"And we'd have, um, great times,",sd
130640,B,"Oh, yeah.",ba
130641,A,and it seems that well now the bank's not available.,sd
130642,B,Yeah.,b
130643,B,Um. Uh-huh.,b
130644,A,"And, entirely too much time is spent,",sd
130645,A,"my wife and I were wondering what if,",sd
130646,A,"and, and what if's always rough.",sv
130647,B,"Oh, yeah.",aa
130648,B,Yeah.,aa
130649,A,"But, you know, we do have our trips",sd
130650,A,and we do have our fun,sd
130651,A,"and, I don't know, little girls aren't interested in lot of the same things little boys are or were.",sv
130652,B,Uh-huh.,b
130653,B,Like fishing and ...,bf
130654,A,"Hunting and, and, Looking for arrowheads, and ...",^2
130655,B,Yeah.,b
130656,B,My husband will say that he'd like to have a little boy to take hunting and fishing,sd
130657,B,"and I said, well, you can take a little girl hunting and fishing just as easily.",sd
130658,A,"Uh, but they don't like it.",sv
130659,B,That's probably right.,aap_am
130660,A,"There, there, there is a difference there.",sv
130661,B,Uh-huh.,b
130662,B,Uh-huh.,b
130663,A,"And, and ...",%
130664,B,"No,",aa
130665,B,if my Dad had done that when I was a kid I probably wouldn't have liked it.,sd
130666,B,"I go now, with my husband.",sd
130667,B,"And, I enjoy it,",sd
130668,B,but ...,%
130669,A,"Well, girls at that age, Video games, boys and malls.",sv
130670,B,Uh-huh.,b
130671,B,"Yeah,",b
130672,B,yeah.,b
130673,A,"Not necessarily in that order, and friends of course.",sv
130674,B,Uh-huh.,b
130675,A,"And, that's a little tough for fathers.",sv
130676,B,Uh-huh.,aa
130677,B,I imagine.,sd
130678,A,"Fathers don't even like malls,",sv
130679,A,they despise shopping.,sv
130680,B,Uh.,%
130681,A,"So, is that quality time?",qh
130682,B,"Huh,",b
130683,B,"no,",aa
130684,B,I think not.,sd
130685,A,"Yeah,",b
130686,A,"if,",%
130687,A,but there is camping,sd
130688,A,and we both enjoy that.,sd
130689,B,"Uh-huh,",b
130690,B,she likes to do that?,qy^d
130691,A,"Somewhat, yeah,",ny
130692,A,yeah .,ny
130693,B,Yeah,b
130694,B,", yeah.",b
130695,B,"Well, that's good.",ba
130696,A,Getting up in the mountains and getting away from it all,sd
130697,A,"and, that's somewhat fun.",sd
130698,B,Uh-huh.,b
130699,B,Uh-huh.,b
130700,B,She ...,%
130701,A,"It's ,",%
130702,B,Huh?,br
130703,A,so what do you think about child rearing?,qo
130704,A,"Is,",%
130705,A,"how, how would you spend time with kids?",qw
130706,B,"Probably doing outdoorsie stuff, and keeping, trying to keep them away from the T V, I guess And, McDonald's",sd
130707,A,"Oh, yeah.",ba
130708,B,"I, I always said that if I had a kid they wouldn't know what McDonald's is.",sd
130709,A,"Yeah,",b
130710,A,but,%
130711,B,"But , they learn from their friends,",sv
130712,B,don't they?,^g
130713,A,"Well, yeah,",ny
130714,A,and amazingly a lot of times it's real easy.,sd
130715,B,Uh-huh.,b
130716,A,"You know, a lot of times, whenever we head out of town on a trip or something, it's real easy to swing in there for breakfast.",sd
130717,B,Uh-huh.,b
130718,B,Yeah.,b
130719,A,Breakfast and run.,sd
130720,B,Yeah.,b
130721,A,"And breakfast is a kind of a funny meal anyway,",sv
130722,B,Yeah.,aa
130723,B,It is.,aa
130724,A,"and, uh, kids eat funny.",sv
130725,B,"This lady in our bass club, we had a tournament yesterday",sd
130726,B,"and she was talking about her daughter, said, one week her daughter will, uh, be on a no meat kick,",sd
130727,B,"and one week she'll eat nothing but Twix candy bars, you know,",sd
130728,B,she just eats weird.,sd
130729,A,And little girls are worse about it than little boys.,sv
130730,B,"Yeah,",b
130731,B,yeah.,b
130732,A,They ...,%
130733,B,They're always wanting to go on a diet or something.,sv
130734,A,"Or, or something, yeah.",aap_am
130735,B,Uh-huh.,b
130736,A,"Go on a diet or they, they have a, well,",sd
130737,A,"to some extent the public schools, or the schools in general, influence them, the eating meat kick.",sv
130738,B,Uh-huh.,b
130739,B,Uh-huh.,b
130740,B,Yeah.,b
130741,A,"You know, like it's really morally wrong to eat meat or something, I, I'm not sure.",sd
130742,B,Uh-huh.,b
130743,A,"Of course, that's not the way I was raised, being raised in West Texas.",sd
130744,B,Yeah.,b
130745,B,"Oh, is that where you're from?",qy
130746,A,"Oh, yeah.",ny
130747,B,Uh-huh.,b
130748,A,"Born in Denton, raised in Lubbock.",sd
130749,B,Oh. Um.,b
130750,A,"So, I understand about bass.",sd
130751,B,Yeah,b
130752,B,Huh.,b
130753,A,"But it, but it is interesting,",sv
130754,B,Uh-huh.,b
130755,A,"I, I will tell you,",^h
130756,A,yeah.,%
130757,A,"Every person out there should have kids, at least once or, or have some they can borrow for a time, because everyone needs some torture in their lives.",sv
130758,B,That's the kind I like.,sd
130759,B,My Mother used to put that curse on my sister.,sd
130760,B,I hope you have kids just like yourself.,^q
130761,B,"And, my Grandmother must have put that on my Dad because he got my sister,",sd
130762,B,she's just like him.,sd
130763,A,"Uh. But, Jenny is a sweet kid.",sd
130764,B,"Yeah,",b
130765,B,I'm sure she is.,sv
130766,A,"And, yeah,",b
130767,A,"we do do things,",sd
130768,B,Yeah.,b
130769,A,"and, it, it's funny,",sd
130770,A,"it's almost like a lot of things that were available to us as children, to go do,",sd
130771,B,Uh-huh.,b
130772,B,Uh-huh.,b
130773,A,The money's not available.,sd
130774,B,"Uh-huh,",aa
130775,B,"I know,",aa
130776,B,I don't know how people can afford kids.,sd
130777,B,I mean ...,%
130778,A,"You know , we were talking about how much it cost to go to Disney Land.",sd
130779,B,Uh-huh.,b
130780,A,Golly!,ba
130781,A,"A couple,",sd
130782,A,three hundred dollars.,sd
130783,B,"Oh, yeah.",ba
130784,A,"You know, for just, for just a day, not you know, a day or two, not including lodging and food and all that.",sd
130785,B,"Uh-huh,",b
130786,B,uh-huh.,b
130787,A,"It's,",%
130788,A,I don't see how anyone can afford it.,sd
130789,B,Uh.,%
130790,A,"And, I understand Six Flags is real expensive now.",sd
130791,B,"It's, uh,",%
130792,B,I heard it's twenty bucks a whack.,sd
130793,B,For adults.,sd
130794,A,"Oh, yeah.",ba
130795,B,Yeah.,b
130796,B,That is awful high.,sv
