Title,Description,Category,Top,URL,Label
I had a bee/yellow jacket nest in my grill.?,"I layered the heck out of myself, removed it, sprayed it 3 seperate time with hornet spray, and pressure washed the area. There are still hundreds of angry lil stingers flying around the area. What do I do? Please help. thanks!",Other - Home & Garden,Home & Garden,http://answers.yahoo.com/question/index?qid=20100711112901AALPdGE,0
What do I need to do to be able to call people internationally from other countries to the U.S.?,"I am going to Paris next summer (hopefully) and my phone contract is up in May so I can get a new phone but I need to know if there is a special kind that I need to get along with any other materials that I may need to get (special calling cards, apps, etc.) to be able to do so.",Other - Destinations,Travel,http://answers.yahoo.com/question/index?qid=20100711210308AAid2Wy,0
Age of compulsory education in the USA?,What is the age of compulsory education in the USA?,Primary & Secondary Education,Education & Reference,http://answers.yahoo.com/question/index?qid=20100712042031AAUFK4U,0
Whats the square root of 56?,express in simplest radical form,Mathematics,Science & Mathematics,http://answers.yahoo.com/question/index?qid=20100713122059AAI9Tws,0
BB - Dave discussing Josie's weight?,"I was on his side, most men don't know about womens sizes and I don't think he said it in a malicous way. ; ;And besides she is fat, she needs to get used to the name calling. ; ;Thoughts?",Reality Television,Entertainment & Music,http://answers.yahoo.com/question/index?qid=20100715153313AAVhWXc,1
Which side to wear my evil eye bracelet on?,and why should i place it there?,Fashion & Accessories,Beauty & Style,http://answers.yahoo.com/question/index?qid=20100717220532AAiaUZi,1
what's the absolute best thing you've ever eaten at a 1st class restaurant?,Was it worth the money?,Other - Dining Out,Dining Out,http://answers.yahoo.com/question/index?qid=20100728211205AAOOoYr,1
How many dirigibles are in the world?, ,Other - Society & Culture,Society & Culture,http://answers.yahoo.com/question/index?qid=20100729134146AA0ugJ9,0
R&S: What's your IQ and are you an Atheist or do you believe in God?,I believe in God and my IQ is 140. Lots of people are saying alot about IQ & intelligence difference between Atheists & Believers. i want to test that. Be honest :),Religion & Spirituality,Society & Culture,http://answers.yahoo.com/question/index?qid=20100801065806AAnEEVW,1
Can someone translate this English sentence to Russian cyrillic? please :)?,"How do you write this question in Russian cyrillic? ; ;""Are you planning to see your boyfriend in New York?"" ; ;from a friend to a friend :) Thanks so much for the help!",Russia,Travel,http://answers.yahoo.com/question/index?qid=20100803153209AAsDOTq,0
Are Arizona tea cans refundable?,..?,Non-Alcoholic Drinks,Food & Drink,http://answers.yahoo.com/question/index?qid=20100803173636AASRAE6,0
Accounting is no fun :(?,"Can you please explain what's going on in this problem. ; ;Keppler Corporation applies manufacturing overhead to products on the basis of standard machine-hours. The company's cost formula for variable overhead cost is $4.90 per machine-hour. The actual variable overhead cost for the month was $25,160. The original budget for the month was based on 5,000 machine-hours. The company actually worked 5,320 machine-hours during the month. The standard hours allowed for the actual output of the month totaled 5,220 machine-hours. What was the variable overhead efficiency variance for the month?",Other - Business & Finance,Business & Finance,http://answers.yahoo.com/question/index?qid=20100806213923AAS5TRL,0
what is a good software for helping with college essay writing?,Looking to purchase software that will help improve my writing.  Any help would be appreciated.,Other - Education,Education & Reference,http://answers.yahoo.com/question/index?qid=20100811091740AA7XjWF,0
What is the blood pressure of an average 17 year old girl?, ,Women's Health,Health,http://answers.yahoo.com/question/index?qid=20100811162623AAytrQI,0
Please help me with this weird Dream?,"So I had a dream where I was at a hotel with my school and I met this really cute guy that apparently went to my school even though I've never met him. We started hanging out a lot and we liked each other. Then we were called to a room and found out someone was trying to kill us. We faked dead, then escaped, and for some reason walked to my grandma's old house (she has been moved out for about 2-3 weeks). We were safe there, but then my dream fast forwarded to the future and I was about to get married to the same guy I escaped with, when the shooter called me on my cell phone. I woke up scared but somehow loving of this guy I've never met. Any help?",Dream Interpretation,Social Science,http://answers.yahoo.com/question/index?qid=20100813070943AAHOvem,1
rat terrier good with other dogs?,I have a rat terrier and want to no if i get a another dog will they get a long?,Dogs,Pets,http://answers.yahoo.com/question/index?qid=20100813141822AA1NtLg,0
Is this laptop a good buy?,"I am a student heading off to university soon and i was wondering if this laptop was a good buy? ;HP PAVILION DM4-1050CA 14.1 LAPTOP PC for $750 the price was $899 ;Processor ;Processor Brand: Intel ;Processor Type: i5-430M Dual-Core processor ;Processor Chipset: N/A ;Processor Speed: 2.1GHz  ;Bus Speed: N/A  ;Level 2 cache: 1.5MB ;Memory ;RAM: 4GB ;RAM expandable to: 8GB  ;Memory Type (RAM): DDR3  ;Storage/Drives ;Hard drive size: 500GB ;Hard drive speed: 7200RPM ;DVD Drive: Double Layer DVD-Super Multi ;Blu-ray Disc Drive: No ;Burns DVDs: Yes ;LightScribe: No  ;Screen Features ;Display Type: LED Backlit; Display Size: 14.1"" ;Screen resolution: 1366 x 768 ;Backlit display: Yes ;Expansion ;HDMI: Yes",Laptops & Notebooks,Computers & Internet,http://answers.yahoo.com/question/index?qid=20100822132901AAkrYBC,1
"How much time does it take for $50 to go from a Bank Account, transferred to a Paypal?",It's been 2 days..,Other - Business & Finance,Business & Finance,http://answers.yahoo.com/question/index?qid=20100824163907AAnZEBt,0
can long alcohol and meth abuse make your immune system wbc weak after you have stopped using?, ,Infectious Diseases,Health,http://answers.yahoo.com/question/index?qid=20100830095946AAb5S7A,0
Cheap laptop that will play WoW?,I am shopping for a new laptop.  I am on a tight budget and I need it to play World of Warcraft well.  What laptop would you recommend?,Laptops & Notebooks,Computers & Internet,http://answers.yahoo.com/question/index?qid=20100830123754AAT96Yn,0
10pts-GIRLS-WOMEN---your advice on HOT BAD BOYS....?,what are they like when dating.......are they relationship material...why?,Singles & Dating,Family & Relationships,http://answers.yahoo.com/question/index?qid=20100830233348AAMDLCD,1
Claremont Hotel in Blackpool?,Hi im staying at the claremont Hotel in blackpool in a few weeks. I was just wondering whether they have internet access.  ;Many Thanks ;x,Other - United Kingdom,Travel,http://answers.yahoo.com/question/index?qid=20100907142826AA0yd8X,0
deflon 500 in DVT treatment?,I have been prescribed Deflon 500 since I am diagnosed for deep vein thrombosis.,Heart Diseases,Health,http://answers.yahoo.com/question/index?qid=20100915005242AA0jBCr,0
I'm not receiving emails?,I haven't been receiving any emails - not even a test message I sent to myself.  This is since Sunday19th September.  Pls can you advise?  thanks.,External Mail (POP),Yahoo! Products,http://answers.yahoo.com/question/index?qid=20100920235447AAUdC20,0
what does men perfume smell like? Help please?,I want a details what men perfume normally smell like..,Other - Beauty & Style,Beauty & Style,http://answers.yahoo.com/question/index?qid=20100921111243AAm4Iaz,0
Does a contested temporary guardian have the right to sell the elderly persons property?,"My grandma is relatively healthy, but has not been very good with her money the last couple years. She has refused to let anyone handle her finance. The whole family knew something need to happen, but unknown to the rest of the family, my Uncle was going through the process of becoming my Grandmothers legal guardian to take control of her finances. He really has had nothing to do with her until now, he has a sudden interest just becuase he wants to buy her house and car from her for way below value and then put her in a nursing home. When the rest of the family found out, they went to the court hearing which was going to make it final, but my Aunt contested it (for good reason). My Aunt has been the one primarily taking care of/spending time with her and she wants to have my Grandma come living with her. Now there has been a hearing set 2 months from now. My uncle just called my Mom to let her know he was going to go ahead and sell Grandmas car and house to his friend this weekend. My questoin is: Does a temporary guardian have the right to sell the elderly persons property and belongings while his temporary guardianship has been contested and there is a future court hearing?",Law & Ethics,Politics & Government,http://answers.yahoo.com/question/index?qid=20100921135050AARH9el,0
